full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code,Actual,Predicted
7308 CHINABERRY RD DALLAS TX 75249,4,2.0,1976,2243,6678,255598,32.636478,-96.9488267,75249,255598,312161
313 W GRUBB DR MESQUITE TX 75149,3,1.5,1963,1296,7401,250820,32.7755506,-96.6018032,75149,250820,230182
1307 SUMMIT ST MESQUITE TX 75149,3,1.0,1959,972,7501,232042,32.7781379,-96.6110581,75149,232042,198993
301 HUNTERS CREEK DR MESQUITE TX 75150,3,2.0,1990,1678,8803,304434,32.801183,-96.6001344,75150,304434,290001
437 CLEARFIELD DR GARLAND TX 75043,3,2.0,1970,1704,7684,304434,32.8596564,-96.6312297,75043,304434,290001
2914 POTEET DR MESQUITE TX 75150,2,2.0,1982,1538,7192,279554,32.8044539,-96.6055166,75150,279554,267993
408 QUAIL HOLLOW DR MESQUITE TX 75150,3,2.0,1982,1644,7540,315894,32.8015766,-96.6022413,75150,315894,282474
2330 SCHIRRA WAY  MESQUITE TX 75150,3,2.0,1970,1749,9518,296781,32.806214,-96.6365669,75150,296781,282820
1516 VALLEY TRL MESQUITE TX 75149,4,2.0,1983,1628,9252,295540,32.7459847,-96.5925514,75149,295540,275797
5000 KESTREL DR MESQUITE TX 75181,4,3.5,2006,3450,12724,372773,32.7173253,-96.5355823,75181,372773,473653
1126 S BRYAN ST MESQUITE TX 75149,2,1.0,1958,969,7501,214671,32.7525355,-96.5995085,75149,214671,194742
1827 ROBERT JONES DR MESQUITE TX 75150,3,2.0,1982,1707,7440,295406,32.8192642,-96.6246086,75150,295406,287177
1231 W WINTERGREEN RD LANCASTER TX 75134,3,2.0,1987,1619,81457,321297,32.6194522,-96.7886642,75134,321297,259270
1313 FERRIS RD LANCASTER TX 75146,3,2.0,1964,1316,43560,282689,32.5755925,-96.7199975,75146,282689,228949
4145 DOYLE LN LANCASTER TX 75134,2,1.0,1958,768,8991,171519,32.6367088,-96.781461,75134,171519,171835
2313 REDWOOD DR LANCASTER TX 75134,3,2.0,2018,1786,5998,311845,32.6166748,-96.8024676,75134,311845,293461
2334 CEDARWOOD DR LANCASTER TX 75134,3,2.0,2014,1729,6203,288902,32.6155484,-96.8025722,75134,288902,284356
625 VIA ALTOS  MESQUITE TX 75150,3,2.0,1977,1711,7200,288902,32.8213785,-96.6049325,75150,288902,284356
2732 MURPHY DR LANCASTER TX 75134,4,2.0,2003,1764,5811,285625,32.6218371,-96.7996635,75134,285625,283482
1843 SCHOOL RD CARROLLTON TX 75006,3,2.0,1962,1484,7802,285625,32.9434611,-96.8936446,75006,285625,283482
1862 MASON WY LANCASTER TX 75134,3,2.0,2011,2160,9666,308480,32.614422,-96.800647,75134,308480,310303
121 E 7TH ST LANCASTER TX 75146,4,1.0,1908,2304,33698,291081,32.5995106,-96.7556096,75146,291081,233093
538 W HAMMOND  LANCASTER TX 75146,2,1.0,1943,888,11927,113035,32.6009182,-96.7637655,75146,113035,178496
2214 BRUCE DR LANCASTER TX 75134,4,2.0,2007,2096,7501,320101,32.6201217,-96.8005006,75134,320101,306387
1547 ILLINOIS AVE LANCASTER TX 75134,3,2.0,2012,1876,7749,303138,32.6310458,-96.7959808,75134,303138,294153
2508 ABBY LN LANCASTER TX 75134,3,2.0,2009,2193,8651,326231,32.6192771,-96.7982406,75134,326231,310715
438 S DALLAS AVE LANCASTER TX 75146,3,2.0,1945,1832,12201,227982,32.5881227,-96.756446,75146,227982,247332
1242 LONG BRANCH DR LANCASTER TX 75146,3,2.0,2004,1808,7336,281044,32.5944547,-96.7776537,75146,281044,290352
584 REA AVE LANCASTER TX 75146,3,2.0,1968,1208,16980,221700,32.6025721,-96.7660794,75146,221700,225085
711 WILSON ST LANCASTER TX 75146,2,1.0,1940,1000,11299,208494,32.5982721,-96.7582026,75146,208494,183341
4265 WILSHIRE BLVD DALLAS TX 75241,3,1.0,1970,1330,7187,208494,32.6676365,-96.745029,75241,208494,183341
1104 WESTRIDGE AVE LANCASTER TX 75146,3,2.0,1955,1552,16052,221393,32.6022406,-96.7677811,75146,221393,237109
4274 ELKINS AVE LANCASTER TX 75134,4,2.0,2022,2536,29708,433186,32.6341506,-96.7869212,75134,433186,344268
1519 REBECCA LN LANCASTER TX 75134,3,2.0,2003,1485,6599,264411,32.6107914,-96.7828417,75134,264411,263837
2953 MONTICELLO LN LANCASTER TX 75134,4,2.0,2002,2084,6652,311670,32.6253353,-96.8024258,75134,311670,301780
2809 MCKENZIE LN LANCASTER TX 75134,3,2.0,2002,1512,5558,253757,32.6223267,-96.8052299,75134,253757,264669
3029 PAINT BRUSH PL LANCASTER TX 75134,3,2.0,2004,1934,7501,299392,32.6246704,-96.7895364,75134,299392,244189
3029 PAINT BRUSH PL LANCASTER TX 75134,3,2.0,2004,1934,7501,299392,32.6246704,-96.7895364,75134,299392,291382
945 REMINGTON TRL MESQUITE TX 75181,3,2.0,1987,1254,4243,299392,32.7552064,-96.5658058,75181,299392,244189
945 REMINGTON TRL MESQUITE TX 75181,3,2.0,1987,1254,4243,299392,32.7552064,-96.5658058,75181,299392,291382
1320 BUMBLE BEE DR LANCASTER TX 75134,5,2.5,2002,2945,7858,336075,32.621612,-96.7892017,75134,336075,361723
3019 CRIMSON CLOVER DR LANCASTER TX 75134,3,2.0,2003,1934,8499,305958,32.6238662,-96.790185,75134,305958,293903
2556 TAN OAK DR DALLAS TX 75212,3,2.5,2003,1399,4853,305958,32.7912912,-96.8641876,75212,305958,293903
138 SOUTHWOOD DR LANCASTER TX 75146,3,1.0,1964,2362,24250,306426,32.5850108,-96.7929678,75146,306426,283499
1719 W MAIN ST LANCASTER TX 75146,3,2.0,2020,1074,43560,266747,32.5818343,-96.7947795,75146,266747,255868
2835 AMBER WAVES LN LANCASTER TX 75134,3,2.0,2007,1974,8459,295501,32.6224172,-96.7856869,75134,295501,296102
431 W 5TH ST LANCASTER TX 75146,2,1.0,1949,1152,18748,203551,32.5966537,-96.7617327,75146,203551,199795
185 S RIVERDELL MEWS  LANCASTER TX 75146,3,2.5,2017,2036,3798,327019,32.5875886,-96.7911668,75146,327019,320561
622 WILSON ST LANCASTER TX 75146,3,1.0,1920,1036,9601,179426,32.5976791,-96.7577844,75146,179426,166073
2035 GODIVA ST LANCASTER TX 75134,4,2.5,2008,2405,8420,356323,32.6170238,-96.8000821,75134,356323,331189
1216 N ELM ST LANCASTER TX 75146,2,1.0,1952,1126,7701,192538,32.6036194,-96.7629917,75146,192538,200398
322 EDGEWOOD DR COPPELL TX 75019,3,2.0,1982,1488,7614,365421,32.9628501,-96.9908246,75019,365421,400652
501 HALIFAX LN COPPELL TX 75019,4,4.5,1990,3983,9858,690529,32.9669203,-97.0068813,75019,690529,839570
1428 FALLS RD COPPELL TX 75019,4,3.0,1993,2389,10058,621950,32.9635093,-96.9488019,75019,621950,575586
329 SPYGLASS DR COPPELL TX 75019,4,2.0,1993,2522,14876,659800,32.9761106,-96.9651001,75019,659800,572549
707 WINDSOR RD COPPELL TX 75019,5,4.5,2019,4185,5750,928452,32.9866468,-97.0045093,75019,928452,920128
722 WINGATE RD COPPELL TX 75019,5,4.0,2020,3399,6251,833761,32.9872071,-97.0023263,75019,833761,794609
510 LOXLEY DR COPPELL TX 75019,4,3.5,1996,3057,8250,738437,32.9823526,-97.0037956,75019,738437,690166
462 WILLOW SPRINGS DR COPPELL TX 75019,3,2.0,1979,1420,7000,357685,32.9663483,-96.9821789,75019,357685,390776
618 SPRING HILL DR COPPELL TX 75019,4,2.0,1999,2679,7985,627110,32.9844341,-96.9869632,75019,627110,605354
416 SHADOWCREST LN COPPELL TX 75019,3,2.0,1979,1642,7719,356331,32.9636388,-96.9841291,75019,356331,416271
105 PINYON LN COPPELL TX 75019,3,2.0,1983,1176,8120,335754,32.9688598,-96.9608583,75019,335754,373119
981 TUPELO DR COPPELL TX 75019,3,2.0,1984,1916,7819,428385,32.9617413,-96.9612821,75019,428385,464705
105 MACARTHUR BLVD COPPELL TX 75019,2,2.0,1983,1176,5354,306342,32.9688227,-96.9601389,75019,306342,365169
212 ASPENWAY DR COPPELL TX 75019,3,2.0,1984,1756,8050,394586,32.9670251,-96.9599816,75019,394586,441129
1009 HEMLOCK CT COPPELL TX 75019,3,2.0,1984,1347,8468,376302,32.9648931,-96.9628764,75019,376302,390074
119 WHISPERING HILLS CT COPPELL TX 75019,4,3.5,2015,2941,7253,880094,32.9705761,-97.0006585,75019,880094,703704
910 ELMVALE CT COPPELL TX 75019,4,2.0,1983,2051,10019,434021,32.966461,-96.9649952,75019,434021,487027
712 DAVINCI CT COPPELL TX 75019,3,2.5,2014,2480,3676,579020,32.9848563,-97.0129743,75019,579020,607488
106 MAPLELEAF LN COPPELL TX 75019,3,2.0,1983,1928,8324,453725,32.968482,-96.9662371,75019,453725,464861
958 REDCEDAR WAY DR COPPELL TX 75019,3,2.0,1983,1347,7353,401311,32.966132,-96.964219,75019,401311,388869
962 LAGUNA DR COPPELL TX 75019,4,3.0,1993,3116,10319,704122,32.9722459,-96.9621632,75019,704122,682706
1331 WESTCHESTER DR COPPELL TX 75019,5,4.0,1994,3165,8999,622125,32.9579808,-96.9507616,75019,622125,718215
652 FOREST HILL DR COPPELL TX 75019,4,2.5,1998,3008,5001,555822,32.9888955,-96.9777755,75019,555822,663535
305 RAIN TREE DR SUNNYVALE TX 75182,5,3.5,2002,3715,7196,555822,32.807386,-96.5998423,75182,555822,663535
695 WINDSOR RD COPPELL TX 75019,4,3.5,2019,3848,5750,953874,32.9863107,-97.0042574,75019,953874,843795
508 ASHFORD DR COPPELL TX 75019,3,2.5,1990,1755,4199,441156,32.9807469,-96.9675755,75019,441156,461971
209 BAY CIR COPPELL TX 75019,4,2.5,1991,2808,15320,696432,32.9748902,-96.9610724,75019,696432,622783
923 E BETHEL SCHOOL RD COPPELL TX 75019,4,3.5,1997,2897,9156,642487,32.958745,-96.9639673,75019,642487,668203
630 PARR ST COPPELL TX 75019,3,2.0,1985,1835,6242,450147,32.9767279,-96.9734497,75019,450147,454381
408 MICHAEL ST HUTCHINS TX 75141,3,1.0,1961,1552,335543,442128,32.650399,-96.689043,75141,442128,210770
1710 DOWDY FERRY RD HUTCHINS TX 75141,3,1.0,1967,1571,38594,233151,32.6469328,-96.6875168,75141,233151,216490
518 MONICA DR GARLAND TX 75041,3,1.5,1959,1010,7200,233151,32.8861341,-96.6253808,75041,233151,216490
1731 WINTERGREEN RD HUTCHINS TX 75141,3,1.0,1955,1092,10803,166844,32.6389855,-96.6865559,75141,166844,174460
1617 E WINTERGREEN RD HUTCHINS TX 75141,2,1.0,1950,676,9017,127107,32.6377852,-96.6890332,75141,127107,139512
1703 DOWDY FERRY RD HUTCHINS TX 75141,3,1.0,1972,1456,17685,206467,32.6475431,-96.6884359,75141,206467,212572
499 MICHAEL ST HUTCHINS TX 75141,2,1.0,1935,800,242629,288572,32.6500775,-96.6900011,75141,288572,135426
1715 DOWDY FERRY RD HUTCHINS TX 75141,4,3.5,2006,3680,161520,598960,32.648095,-96.688193,75141,598960,461810
1605 TROUT RD HUTCHINS TX 75141,2,1.0,1957,906,43560,151603,32.6416247,-96.6864463,75141,151603,158129
412 MICHAEL ST HUTCHINS TX 75141,2,1.0,1948,720,43560,132867,32.650174,-96.6899424,75141,132867,140150
8003 LAKE VALLEY CT ROWLETT TX 75089,4,2.5,2012,2564,15599,504526,32.9314682,-96.5407716,75089,504526,433578
2107 HOLLY RIDGE CT CEDAR HILL TX 75104,4,3.0,2003,2682,44431,499145,32.5829602,-96.9863127,75104,499145,386585
416 VINCENT ST CEDAR HILL TX 75104,2,1.0,1984,1011,4269,202885,32.5838753,-96.9385983,75104,202885,204162
7109 TIMBERLINE DR ROWLETT TX 75089,3,2.0,1975,1723,7126,333125,32.913329,-96.5336011,75089,333125,323055
7306 HARVEST HILL DR ROWLETT TX 75089,3,2.0,1978,1968,6865,326358,32.9143992,-96.5320665,75089,326358,346685
6701 CREEK BEND  ROWLETT TX 75089,3,2.5,2002,2706,10751,424719,32.9296166,-96.5380415,75089,424719,437580
929 WILDERNESS PASS  CEDAR HILL TX 75104,5,3.5,2004,4115,8904,371888,32.5717407,-96.9540035,75104,371888,556538
4604 BONNYWOOD DR MESQUITE TX 75150,4,2.0,2006,2256,7118,371888,32.8273117,-96.5980396,75150,371888,556538
6001 BOBBIE LN ROWLETT TX 75089,4,2.0,1975,1681,7344,318711,32.9140108,-96.5348238,75089,318711,317525
7013 ALISSA DR ROWLETT TX 75089,4,2.5,1998,2253,7501,364225,32.9156318,-96.5347071,75089,364225,393439
6809 ALISSA DR ROWLETT TX 75089,3,2.0,1995,1388,6499,319751,32.915744,-96.5359158,75089,319751,314739
7014 ALISSA DR ROWLETT TX 75089,3,3.0,1984,1886,5005,365999,32.9151977,-96.5346237,75089,365999,355391
7117 RIDGEVIEW DR ROWLETT TX 75089,3,2.5,1978,1506,6551,300346,32.9140564,-96.5335101,75089,300346,312578
1521 WILLOW LN CEDAR HILL TX 75104,4,2.5,2005,3370,10001,404214,32.5590583,-96.9077282,75104,404214,439249
1244 HIGHVIEW DR CEDAR HILL TX 75104,4,2.5,2002,2287,8442,337235,32.611726,-96.9450897,75104,337235,344906
5317 SPRING CREEK DR SACHSE TX 75048,3,2.0,1984,1592,10250,337235,32.9713913,-96.5883074,75048,337235,344906
826 SHADY BROOK LN CEDAR HILL TX 75104,3,2.0,1987,1800,7619,324492,32.6123519,-96.9289852,75104,324492,288776
4714 LARGO TRL GARLAND TX 75044,3,2.0,1973,1760,7131,324492,32.9592446,-96.6686149,75044,324492,288776
424 ORCHARD HILL DR CEDAR HILL TX 75104,3,2.0,1999,2047,7200,339976,32.6100278,-96.9483824,75104,339976,314736
1128 MADLYNNE DR CEDAR HILL TX 75104,4,3.0,1991,2518,10873,421124,32.566038,-96.9763221,75104,421124,367725
7214 TIMBERLINE DR ROWLETT TX 75089,3,2.0,1974,1664,6865,286804,32.9129079,-96.5324904,75089,286804,317088
1507 SHARON DR CEDAR HILL TX 75104,3,2.0,1975,1680,10110,313256,32.5686631,-96.9726528,75104,313256,273673
7317 COLFAX DR ROWLETT TX 75089,4,2.5,2005,2050,7789,388488,32.9235772,-96.5227465,75089,388488,383303
7214 COLFAX DR ROWLETT TX 75089,3,2.5,2005,2004,8533,389281,32.9237511,-96.524455,75089,389281,381418
6701 WESTOVER DR ROWLETT TX 75089,3,2.0,2004,1823,7370,370424,32.9206774,-96.5228715,75089,370424,360351
7402 PROVIDENCE DR ROWLETT TX 75089,3,2.0,2004,1874,9500,421794,32.9197975,-96.5313312,75089,421794,444171
1410 TIERRA CALLE  CARROLLTON TX 75006,4,3.0,1975,2611,10402,421794,32.9778401,-96.9035992,75006,421794,444171
7201 COLFAX DR ROWLETT TX 75089,4,2.0,2003,2876,8163,458882,32.9245271,-96.524705,75089,458882,446089
446 POGUE ST CEDAR HILL TX 75104,2,1.0,1983,1004,3833,196763,32.5797158,-96.9380488,75104,196763,203160
7209 COLFAX DR ROWLETT TX 75089,3,2.0,2003,2713,7789,402153,32.9242376,-96.5243717,75089,402153,345391
5829 SUNNYWOOD DR DALLAS TX 75228,4,2.0,1962,2108,7858,402153,32.7973032,-96.7042148,75228,402153,345391
7313 COLFAX DR ROWLETT TX 75089,4,2.5,2005,1932,7784,376687,32.9236278,-96.5229161,75089,376687,373361
7906 MARQUETT DR ROWLETT TX 75089,4,2.5,2002,3017,7200,434837,32.9205538,-96.5260802,75089,434837,461795
7913 WILMINGTON DR ROWLETT TX 75089,4,2.0,2003,2290,7200,383204,32.920151,-96.5255163,75089,383204,396714
6805 AMESBURY LN ROWLETT TX 75089,4,2.0,2003,2636,8067,429867,32.9211691,-96.5243717,75089,429867,425867
1025 HEATH CIR CEDAR HILL TX 75104,3,2.5,1991,2198,12014,297980,32.569967,-96.9689602,75104,297980,331928
2442 VIA BONITA  CARROLLTON TX 75006,4,2.5,1973,2115,10202,405879,32.9687844,-96.8728599,75006,405879,384878
2313 SCOTT MILL CIR CARROLLTON TX 75006,2,2.0,1982,1062,3115,251535,32.9781222,-96.8844364,75006,251535,284505
2234 VALLEY MILL  CARROLLTON TX 75006,3,2.0,1979,1977,10498,405803,32.9815867,-96.8719631,75006,405803,367803
2235 BOWIE DR CARROLLTON TX 75006,3,2.0,1981,1457,5937,300217,32.9482535,-96.8782231,75006,300217,320166
331 LONDON LN DUNCANVILLE TX 75116,2,2.0,1980,1828,11199,300217,32.6739926,-96.9118156,75116,300217,320166
2130 NOLAN DR CARROLLTON TX 75006,3,2.0,1965,1679,7022,336126,32.9486613,-96.8821554,75006,336126,317716
2882 STONERIDGE DR GARLAND TX 75044,3,2.0,1984,1745,6826,336126,32.9416147,-96.6726037,75044,336126,317716
1828 FOXCROST LN CARROLLTON TX 75006,3,2.0,1963,1772,7501,299427,32.9402742,-96.8966203,75006,299427,323765
2763 STONECREEK CT CARROLLTON TX 75006,2,2.0,1981,1480,2326,316612,32.968138,-96.860614,75006,316612,320855
4016 BACHMAN BLVD GARLAND TX 75043,4,2.0,1977,1895,8041,316612,32.8629319,-96.5713948,75043,316612,320855
2025 CLUBVIEW DR CARROLLTON TX 75006,3,2.0,1973,1235,3115,281842,32.9793927,-96.886981,75006,281842,287703
1429 LINCOLN PL CARROLLTON TX 75006,3,2.0,1972,2163,7057,505785,32.9821246,-96.9025715,75006,505785,375384
2234 BIG BEND DR CARROLLTON TX 75007,3,2.0,1979,1820,7684,278079,32.9871057,-96.8709745,75007,278079,351906
1400 YELLOWSTONE LN CARROLLTON TX 75006,5,3.5,1993,3878,11108,599530,32.9759489,-96.900183,75006,599530,623492
1826 GRAVLEY DR CARROLLTON TX 75006,3,2.0,1961,1236,9100,295100,32.9604957,-96.8925339,75006,295100,272424
2115 NORTHMOOR DR CARROLLTON TX 75006,4,2.0,1974,1669,8542,300615,32.9848279,-96.88212,75006,300615,334967
2125 DEERFIELD DR CARROLLTON TX 75007,3,2.0,1970,1308,7000,301888,32.9864897,-96.8805696,75007,301888,312735
2239 BIG BEND DR CARROLLTON TX 75007,3,2.0,1980,1780,7549,344370,32.9875482,-96.8700947,75007,344370,350067
1624 BLACKSTONE DR CARROLLTON TX 75007,3,2.0,1993,2093,5475,431018,32.9860675,-96.8961593,75007,431018,387539
1712 SUTTERS MILL DR CARROLLTON TX 75007,3,2.0,1985,2126,8999,400967,32.9875016,-96.8931835,75007,400967,381098
2111 HUNTERS RIDGE  CARROLLTON TX 75006,3,2.5,1980,2134,9374,444941,32.9766555,-96.8790401,75006,444941,466934
8101 SALZBURG DR ROWLETT TX 75089,3,2.5,2000,3078,8076,444941,32.9173,-96.5237466,75089,444941,466934
2183 CARMEL DR CARROLLTON TX 75006,3,2.5,1981,2151,9121,462268,32.9758073,-96.8801296,75006,462268,395735
1813 LAKE BLUFF DR GARLAND TX 75043,4,3.0,1997,3115,8464,462268,32.8647108,-96.5792771,75043,462268,395735
2120 SPRINGWOOD  CARROLLTON TX 75006,4,2.0,1983,1985,8999,447236,32.972336,-96.8811353,75006,447236,379282
2012 WEDGEWOOD LN CARROLLTON TX 75006,4,2.0,1970,1334,8377,278837,32.9805451,-96.8867296,75006,278837,296340
3011 STONEHENGE LN CARROLLTON TX 75006,3,2.0,1973,1819,4138,358516,32.959486,-96.8529719,75006,358516,343385
2605 BRANDYWYNE DR CARROLLTON TX 75007,3,2.0,1983,1385,7131,308390,32.9873936,-96.8633498,75007,308390,324289
2605 BRANDYWYNE DR CARROLLTON TX 75007,3,2.0,1983,1385,7131,308390,32.9873936,-96.8633498,75007,308390,300712
3006 CHISHOLM TRL GARLAND TX 75042,3,2.0,1973,1496,7039,308390,32.9272243,-96.6734439,75042,308390,324289
3006 CHISHOLM TRL GARLAND TX 75042,3,2.0,1973,1496,7039,308390,32.9272243,-96.6734439,75042,308390,300712
1607 ROSS AVE CARROLLTON TX 75006,5,2.5,1986,3326,26502,510065,32.9509413,-96.8989885,75006,510065,527069
1311 FRANCIS ST CARROLLTON TX 75006,3,3.0,1956,2450,10350,415471,32.9521114,-96.90318,75006,415471,395223
1410 MELODY LN CARROLLTON TX 75006,4,2.0,1996,2111,6599,421560,32.9725138,-96.8941894,75006,421560,411110
2202 NOLAN DR CARROLLTON TX 75006,3,2.0,1981,1410,7636,287701,32.94875,-96.8813257,75006,287701,315590
1211 BRITTAINY PL CARROLLTON TX 75006,3,2.5,1989,2620,9156,470580,32.9704765,-96.9025303,75006,470580,453447
1308 STONEWOOD DR CARROLLTON TX 75006,3,2.5,1977,2595,10681,456207,32.9794704,-96.905773,75006,456207,432960
13808 SUNDOWN TRL FARMERS BRANCH TX 75234,3,2.0,1956,1260,7501,287087,32.9314305,-96.8885735,75234,287087,309946
1490 WESTON RD FARMERS BRANCH TX 75234,3,2.5,2020,1832,1978,501085,32.9163303,-96.9272274,75234,501085,487896
2943 SELMA LN FARMERS BRANCH TX 75234,3,2.5,1959,1858,9100,447019,32.9195442,-96.8793494,75234,447019,401748
2651 WASINA DR FARMERS BRANCH TX 75234,3,1.0,1955,936,7501,268676,32.9327423,-96.8910042,75234,268676,247891
2676 GREENHURST DR FARMERS BRANCH TX 75234,3,1.0,1956,932,11452,280086,32.9306163,-96.890627,75234,280086,248752
13439 MOUNT CASTLE  FARMERS BRANCH TX 75234,4,2.0,1956,1438,7723,321702,32.9290089,-96.869402,75234,321702,337861
12864 PERRIN LN FARMERS BRANCH TX 75234,3,3.5,2019,2022,1982,484036,32.9170947,-96.9265453,75234,484036,533621
12014 BLACKBURN WAY FARMERS BRANCH TX 75234,4,3.5,2020,3778,5293,763930,32.9107237,-96.9215633,75234,763930,790286
2739 HOLLANDALE LN FARMERS BRANCH TX 75234,3,2.0,1968,1655,8999,315185,32.9434222,-96.8882807,75234,315185,378540
13435 JANWOOD LN FARMERS BRANCH TX 75234,4,2.0,1967,1858,8751,479030,32.9282773,-96.8847541,75234,479030,408351
2602 DIXIANA DR FARMERS BRANCH TX 75234,3,1.0,1952,1256,10738,345616,32.9219192,-96.8900303,75234,345616,285773
1913 CATHEDRAL DR FARMERS BRANCH TX 75234,5,4.0,2021,2734,4221,670044,32.92109,-96.914733,75234,670044,658674
12211 VERONICA RD FARMERS BRANCH TX 75234,3,2.0,1964,2072,15298,433448,32.9167783,-96.8737817,75234,433448,427776
13729 HEARTSIDE PL FARMERS BRANCH TX 75234,3,1.0,1956,1167,8751,294829,32.9319725,-96.883624,75234,294829,279639
13675 CHARCOAL LN FARMERS BRANCH TX 75234,3,1.0,1958,1487,9374,332567,32.9321667,-96.8808702,75234,332567,324475
2610 DIXIANA DR FARMERS BRANCH TX 75234,4,3.5,2007,3501,9104,726375,32.9217385,-96.8895374,75234,726375,729973
14418 HAGUE DR FARMERS BRANCH TX 75234,5,2.5,1964,2158,8925,380528,32.9445105,-96.8802468,75234,380528,457171
2954 JOANNA DR FARMERS BRANCH TX 75234,3,2.0,1959,1251,7501,303817,32.9420054,-96.8771336,75234,303817,280147
318 DUKE ST GARLAND TX 75043,3,2.0,1965,1671,8969,303817,32.8737265,-96.6261738,75043,303817,280147
2963 HOLLANDALE LN FARMERS BRANCH TX 75234,3,2.0,1960,1227,7802,289581,32.9440759,-96.8769241,75234,289581,311170
3432 MORNINGSTAR LN FARMERS BRANCH TX 75234,3,2.0,1960,1443,11944,394231,32.9162076,-96.8634336,75234,394231,339553
12805 HOLBROOK DR FARMERS BRANCH TX 75234,3,2.0,1953,1150,7261,338327,32.9213518,-96.8871456,75234,338327,291318
14151 RAWHIDE PKWY FARMERS BRANCH TX 75234,3,2.0,1967,2315,10001,548484,32.9360681,-96.8727761,75234,548484,491858
2618 OAK POINT DR GARLAND TX 75044,3,2.5,1985,2860,10816,548484,32.9339876,-96.6701812,75044,548484,491858
3105 WHITEMARSH CIR FARMERS BRANCH TX 75234,3,2.0,1969,2348,5702,459446,32.9431928,-96.8722734,75234,459446,471010
13510 MOUNT CASTLE  FARMERS BRANCH TX 75234,3,2.0,1957,1504,7501,382900,32.9300208,-96.8689135,75234,382900,343403
2939 BERGEN LN FARMERS BRANCH TX 75234,3,2.0,1961,1241,7623,315686,32.9456851,-96.8779298,75234,315686,314400
3042 OXFORDSHIRE LN FARMERS BRANCH TX 75234,3,2.0,1957,1319,9374,379603,32.9403545,-96.874494,75234,379603,319088
2827 MAYDELLE LN FARMERS BRANCH TX 75234,3,2.0,1967,1542,8751,385676,32.9188239,-96.8843828,75234,385676,362299
12915 WILMINGTON DR FARMERS BRANCH TX 75234,2,3.0,2022,3513,7200,390097,32.9227627,-96.8852629,75234,390097,735062
2531 DANNY LN FARMERS BRANCH TX 75234,3,2.0,1982,1828,8429,436452,32.9189847,-96.8921986,75234,436452,420741
1831 AVERI LN FARMERS BRANCH TX 75234,5,5.5,2021,3456,8420,784696,32.9182575,-96.9160709,75234,784696,793765
12691 THORNHILL RD FARMERS BRANCH TX 75234,3,2.5,2018,3335,6133,720302,32.9145495,-96.9221084,75234,720302,697968
13829 HERMITAGE ST FARMERS BRANCH TX 75234,4,2.0,1950,1428,7314,290850,32.9325844,-96.8978358,75234,290850,328206
2625 DINAH DR BALCH SPRINGS TX 75180,3,1.0,1955,836,13199,170911,32.7327372,-96.6277181,75180,170911,181042
3917 SAPLING DR BALCH SPRINGS TX 75180,3,1.5,1970,1060,7802,219233,32.7164492,-96.6009688,75180,219233,208549
14400 OAKWOOD LN BALCH SPRINGS TX 75180,3,2.0,1964,1312,7196,261332,32.7113014,-96.5986324,75180,261332,224301
3805 KENZIE CT BALCH SPRINGS TX 75180,3,2.0,2002,1378,7000,261573,32.7177072,-96.6112749,75180,261573,251496
2313 DOTY LN BALCH SPRINGS TX 75180,4,2.0,2019,1865,7623,325534,32.7370246,-96.636317,75180,325534,295857
11313 ERICH DR BALCH SPRINGS TX 75180,3,1.5,1970,1299,10433,226280,32.7266102,-96.6314945,75180,226280,220720
14853 BELL MANOR CT BALCH SPRINGS TX 75180,3,2.5,2004,2528,7349,333467,32.7083597,-96.5885786,75180,333467,318017
11204 ERICH DR BALCH SPRINGS TX 75180,4,1.5,1970,1203,7749,246115,32.7262203,-96.6331085,75180,246115,255936
