full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code
1106 POWELL RD MESQUITE TX 75149,2,1.0,1955,1294,6887,251718,32.7551483,-96.6265495,75149
1219 LANEMAR DR MESQUITE TX 75149,2,1.5,1955,1009,7200,190132,32.7808575,-96.6018867,75149
1210 GATE LANE DR MESQUITE TX 75149,2,1.0,1955,1009,6599,210127,32.7804733,-96.603347,75149
4715 BEDFORD DR MESQUITE TX 75150,3,1.0,1958,1318,6983,223345,32.8298881,-96.6400386,75150
1421 EASTERN HEIGHTS DR MESQUITE TX 75149,3,1.5,1972,1381,7200,228818,32.7478716,-96.5824042,75149
1429 EAST PARK DR MESQUITE TX 75149,3,1.5,1972,1176,7440,226347,32.7474955,-96.5814509,75149
1346 RUTHERFORD DR MESQUITE TX 75149,3,2.0,1972,1506,7200,216068,32.7491178,-96.5776505,75149
2424 CATALINA DR MESQUITE TX 75150,3,2.0,1966,1256,7327,286074,32.7992927,-96.6484635,75150
2230 ALOHA DR MESQUITE TX 75150,3,2.0,1967,1381,9243,257332,32.7981627,-96.6497987,75150
2205 ALOHA DR MESQUITE TX 75150,3,1.5,1966,1554,7436,258940,32.7973346,-96.6490056,75150
1501 SPICEWOOD DR MESQUITE TX 75181,3,2.0,1992,1320,6665,286966,32.7439901,-96.5428331,75181
1604 SIERRA DR MESQUITE TX 75149,3,2.0,1969,1247,7200,242200,32.7512406,-96.5765244,75149
1413 RUTHERFORD DR MESQUITE TX 75149,3,2.0,1981,1548,8320,250602,32.747906,-96.578151,75149
1503 HANCOCK DR MESQUITE TX 75149,3,2.0,1984,1222,5406,255965,32.7871673,-96.599592,75149
2502 VIVA DR MESQUITE TX 75150,3,2.0,1965,1417,7327,291759,32.7993237,-96.6468768,75150
2404 CATALINA DR MESQUITE TX 75150,4,2.0,1965,1396,7327,271696,32.7988082,-96.6475064,75150
2401 CATALINA DR MESQUITE TX 75150,3,2.0,1965,1594,7327,277109,32.7983581,-96.6477177,75150
4700 MILLRIDGE DR MESQUITE TX 75150,4,2.5,1999,2584,5981,398048,32.8279729,-96.5988293,75150
1301 SIERRA DR MESQUITE TX 75149,3,1.0,1961,1122,9026,240184,32.752855,-96.5817379,75149
1331 CALADIUM DR MESQUITE TX 75149,3,1.5,1961,1040,7562,227193,32.7495901,-96.5801876,75149
2304 AUSTIN DR MESQUITE TX 75181,3,2.0,1992,1758,7566,341176,32.7409338,-96.5469201,75181
1619 BRENWOOD DR MESQUITE TX 75181,3,2.0,1990,1682,7767,310726,32.7449956,-96.5473675,75181
609 BLUEBONNET LN MESQUITE TX 75149,3,1.0,1962,1264,7802,240086,32.7598996,-96.5813625,75149
2321 ELKRIDGE DR MESQUITE TX 75181,3,2.0,1997,1960,7244,304696,32.7395343,-96.5577674,75181
3303 KENSINGTON DR MESQUITE TX 75150,3,2.0,1973,1693,8625,313889,32.8095735,-96.6488173,75150
3205 BERKSHIRE DR MESQUITE TX 75150,3,2.0,1972,1719,7797,293528,32.8090639,-96.6480612,75150
3012 KENSINGTON DR MESQUITE TX 75150,3,2.0,1977,1696,7797,339288,32.8119642,-96.6452093,75150
2426 MARK DR MESQUITE TX 75150,4,2.0,1963,1968,8359,271907,32.795991,-96.637777,75150
2805 EASTBROOK DR MESQUITE TX 75150,3,1.0,1962,1245,7562,237342,32.79797,-96.6418276,75150
2535 LARCHMONT DR MESQUITE TX 75150,3,1.5,1963,1065,7919,213979,32.7970825,-96.6401107,75150
3123 GREENFIELD CT MESQUITE TX 75181,3,2.0,1993,1564,8124,271461,32.7514535,-96.5498286,75181
1214 MEANDERING WAY  MESQUITE TX 75150,3,2.0,1980,1670,7919,306411,32.813541,-96.613654,75150
2020 SYCAMORE DR MESQUITE TX 75149,3,1.0,1960,912,7501,199863,32.7413673,-96.6190842,75149
1453 EASTERN HEIGHTS DR MESQUITE TX 75149,3,2.0,1973,1240,7200,270351,32.7465842,-96.5824874,75149
1443 CALADIUM DR MESQUITE TX 75149,3,1.5,1972,1231,8233,225722,32.7468722,-96.5803167,75149
1431 CALADIUM DR MESQUITE TX 75149,3,2.0,1972,1265,7440,264750,32.7473506,-96.5803134,75149
1402 CALADIUM DR MESQUITE TX 75149,3,2.0,1972,1233,8041,257727,32.748516,-96.579941,75149
523 BINKLEY CT MESQUITE TX 75181,3,2.0,2003,2128,7200,336551,32.7593261,-96.5596358,75181
1335 HAZEL CT MESQUITE TX 75149,3,1.5,1972,1122,9113,259402,32.7498553,-96.5769832,75149
701 TEALWOOD DR MESQUITE TX 75181,4,2.5,1993,2524,6530,359397,32.7309444,-96.5950863,75181
810 SPRING MILLS RD MESQUITE TX 75181,4,2.5,1993,3231,7771,348286,32.731823,-96.5914099,75181
406 SOUTHERLAND AVE MESQUITE TX 75150,3,2.0,1982,1512,7244,324942,32.7943222,-96.6016572,75150
318 SOUTHERLAND AVE MESQUITE TX 75150,3,2.0,1983,1522,7244,332080,32.7942916,-96.6005724,75150
1401 BARNHART DR MESQUITE TX 75181,4,2.0,2006,2134,8394,315410,32.7282114,-96.5819047,75181
2501 VAL VERDE WAY  MESQUITE TX 75181,4,3.0,2006,2766,13682,380163,32.7273549,-96.5814876,75181
4740 SALEM DR MESQUITE TX 75150,4,3.0,1958,1383,7775,287574,32.8316417,-96.6398638,75150
2901 CARIBBEAN DR MESQUITE TX 75150,3,1.5,1959,1523,9056,235559,32.8346045,-96.6453312,75150
3200 CARIBBEAN DR MESQUITE TX 75150,2,1.0,1959,1318,7166,223354,32.8317237,-96.6480354,75150
3072 DOGWOOD DR MESQUITE TX 75150,3,1.5,1959,1680,11003,250885,32.8284743,-96.6449166,75150
3346 JAMAICA WAY  MESQUITE TX 75150,3,1.5,1960,1254,8716,241541,32.8282418,-96.6503491,75150
819 SUMNER DR MESQUITE TX 75149,4,3.0,1995,2557,7475,396682,32.7761663,-96.5847111,75149
2614 ROSEWOOD DR MESQUITE TX 75150,3,2.0,1960,1176,7200,269623,32.8228708,-96.6331445,75150
926 LAKESHORE DR MESQUITE TX 75149,4,2.5,1979,2262,15250,295761,32.7560314,-96.6019075,75149
2623 RED RIVER ST MESQUITE TX 75150,3,2.0,1983,1578,7362,275294,32.8016377,-96.6181158,75150
2517 INDEPENDENCE DR MESQUITE TX 75150,4,2.0,1984,1777,7139,293544,32.7983188,-96.6156873,75150
1026 GREEN CANYON DR MESQUITE TX 75150,3,2.0,1981,2485,11330,349822,32.8159296,-96.6125685,75150
425 HARDWOOD TRL MESQUITE TX 75150,4,1.5,1979,2011,7440,272093,32.8194493,-96.6028254,75150
801 NORTON DR MESQUITE TX 75149,4,3.0,1980,2403,9518,301980,32.7595217,-96.6023248,75149
2631 RIO GRANDE PASS  MESQUITE TX 75150,4,2.0,1983,1774,7244,319189,32.8011842,-96.6190308,75150
2702 EAGLE PASS  MESQUITE TX 75150,3,2.0,1984,1640,7706,291489,32.8021294,-96.6181287,75150
1031 PHEASANT DR MESQUITE TX 75150,3,2.0,1983,1517,7222,299947,32.8022638,-96.613858,75150
2520 CROOKED CREEK  MESQUITE TX 75181,3,2.0,1997,1696,7148,327533,32.7487615,-96.5584683,75181
216 ROCKCREST DR MESQUITE TX 75150,3,2.0,1979,1415,7318,265426,32.8167848,-96.5986427,75150
4108 OLEANDER TRL MESQUITE TX 75150,5,2.0,1962,1579,7200,264724,32.8210213,-96.637581,75150
901 MARLIN DR MESQUITE TX 75149,3,2.0,1992,1304,3781,263794,32.7574276,-96.6004056,75149
1029 FIELD TRAIL DR MESQUITE TX 75150,3,2.0,1982,1519,7131,290634,32.8047871,-96.6142727,75150
909 PHEASANT DR MESQUITE TX 75150,4,2.0,1983,1979,8468,317621,32.8016672,-96.6121721,75150
2717 FOXGLEN DR MESQUITE TX 75150,3,2.0,1983,1456,7192,285582,32.8018001,-96.6146906,75150
2816 INDEPENDENCE DR MESQUITE TX 75150,3,2.0,1984,1393,7074,266476,32.8028459,-96.6151976,75150
1423 SANDALWOOD DR MESQUITE TX 75181,3,2.0,1990,1326,6225,270872,32.7448885,-96.543157,75181
3333 BRIAR LN MESQUITE TX 75181,3,2.5,1995,2137,6551,323526,32.7502737,-96.5463365,75181
3312 BRIAR LN MESQUITE TX 75181,3,2.5,1994,2144,5223,366950,32.7498761,-96.547249,75181
3301 COOL SPRINGS CIR MESQUITE TX 75181,3,2.0,1994,1436,8032,295891,32.7485264,-96.5487001,75181
1313 RUTHERFORD DR MESQUITE TX 75149,3,2.0,1972,1280,7200,251240,32.7504966,-96.578151,75149
726 DRANGUET CIR MESQUITE TX 75149,2,2.0,1955,1584,7993,257480,32.7599048,-96.6013026,75149
2400 CATALINA DR MESQUITE TX 75150,3,2.0,1966,1254,7327,236008,32.7986768,-96.6473438,75150
2135 ALOHA DR MESQUITE TX 75150,3,2.0,1967,1574,7436,259982,32.7970456,-96.6487178,75150
233 HARDWOOD TRL MESQUITE TX 75150,3,2.0,1978,1415,7200,246172,32.8196576,-96.5992513,75150
2644 GREENLAND DR MESQUITE TX 75150,3,2.0,1961,1725,8368,309415,32.8257373,-96.636321,75150
1024 FIELD TRAIL DR MESQUITE TX 75150,3,2.0,1982,1511,7113,291060,32.8043052,-96.614068,75150
2705 INDEPENDENCE DR MESQUITE TX 75150,3,2.0,1985,1768,7584,306417,32.8007582,-96.6157421,75150
1504 SAVANNAH ST MESQUITE TX 75149,3,2.0,1988,1306,4042,237328,32.7645399,-96.5791102,75149
1400 FERNWOOD DR MESQUITE TX 75149,3,2.0,2013,2003,8398,366942,32.7815225,-96.6359868,75149
1420 MEADOWCREST DR MESQUITE TX 75149,4,2.0,1969,2412,14606,316395,32.7829353,-96.6365672,75149
2608 BANDERA PL MESQUITE TX 75181,5,3.0,2004,3648,8642,373252,32.7291554,-96.5885489,75181
831 BIG THICKET TRL MESQUITE TX 75149,4,2.0,1995,2328,8246,364289,32.7779094,-96.5846328,75149
2116 BAMBOO ST MESQUITE TX 75150,3,2.0,1967,1384,7327,244423,32.7964723,-96.6485023,75150
2705 PRESTON CREEK  MESQUITE TX 75181,4,2.5,1995,2423,9601,367472,32.7512183,-96.5576583,75181
3113 RIVERVIEW DR MESQUITE TX 75181,5,3.0,1990,2687,7231,399559,32.7375466,-96.5573529,75181
2204 HUMMINGBIRD WAY MESQUITE TX 75181,3,2.0,2007,2313,6268,296932,32.7264458,-96.5282889,75181
305 GREEN CANYON DR MESQUITE TX 75150,3,2.0,1979,1375,7440,240950,32.8163048,-96.5996337,75150
413 GREEN CANYON DR MESQUITE TX 75150,3,2.0,1979,1502,6482,260006,32.8163265,-96.6017198,75150
4309 OLEANDER TRL MESQUITE TX 75150,3,2.0,1962,1792,7200,268639,32.821266,-96.6405878,75150
4332 CHESTNUT DR MESQUITE TX 75150,3,1.5,1960,1713,7200,234570,32.8246626,-96.6341046,75150
2632 GREENLAND DR MESQUITE TX 75150,4,2.0,1961,1731,8381,255813,32.8261056,-96.6360323,75150
2645 GREENLAND DR MESQUITE TX 75150,3,1.5,1961,1731,10128,261116,32.8260261,-96.6367013,75150
913 RUTHERFORD DR MESQUITE TX 75149,3,1.5,1970,1113,7662,257614,32.7542613,-96.5758571,75149
2226 LUAU ST MESQUITE TX 75150,3,2.0,1965,1775,7327,261951,32.7980419,-96.6478714,75150
1651 HANCOCK DR MESQUITE TX 75149,4,2.0,1984,1026,4121,253522,32.7884267,-96.6023456,75149
1505 LIBERTY LN MESQUITE TX 75149,2,2.0,1984,1153,3999,242411,32.7865441,-96.5989245,75149
1409 EASTERN HEIGHTS DR MESQUITE TX 75149,3,1.5,1972,1038,7379,213969,32.7484292,-96.5824052,75149
2511 VIVA DR MESQUITE TX 75150,3,1.5,1966,1305,7771,234262,32.7992426,-96.6475848,75150
2429 CATALINA DR MESQUITE TX 75150,3,2.0,1966,1280,7771,255438,32.7990889,-96.6490188,75150
1501 WILLIAMS CREEK  MESQUITE TX 75181,4,2.5,1997,2298,7148,352595,32.7480218,-96.5591771,75181
3905 O HARE DR MESQUITE TX 75150,3,2.0,1978,1375,9121,264108,32.8179784,-96.6020119,75150
707 BUTTON DR MESQUITE TX 75150,3,2.0,1980,1727,7440,260177,32.8183771,-96.6061008,75150
609 HARDWOOD TRL MESQUITE TX 75150,3,2.0,1979,2011,7200,318556,32.8193536,-96.6050577,75150
2613 WALNUT CREEK DR MESQUITE TX 75181,3,2.0,1997,1843,7475,310490,32.7502852,-96.5587185,75181
903 MEANDERING WAY  MESQUITE TX 75150,3,2.0,1982,1602,7906,309993,32.815496,-96.6091468,75150
1113 VISTA DR MESQUITE TX 75149,3,1.0,1959,1212,5998,226756,32.7571296,-96.5847827,75149
4502 HARBINGER DR MESQUITE TX 75150,3,2.0,1985,1794,9352,349953,32.8259282,-96.6180079,75150
4510 HARBINGER DR MESQUITE TX 75150,3,2.0,1983,2228,9797,348920,32.8266098,-96.6180353,75150
1901 BUFFALO HILL DR MESQUITE TX 75149,3,2.5,2022,1376,2993,285196,32.766638,-96.6246199,75149
1205 JUANITA ST MESQUITE TX 75149,3,1.0,1961,1682,7919,274753,32.784517,-96.621541,75149
1400 BARBARA ST MESQUITE TX 75149,2,1.0,1959,908,8102,187258,32.7870501,-96.6192873,75149
1036 PAINTBRUSH ST MESQUITE TX 75149,3,2.0,1983,1241,5288,288460,32.7712214,-96.5835732,75149
2800 BEAU DR MESQUITE TX 75181,3,2.0,1988,1388,7244,267779,32.7542847,-96.5569673,75181
1136 RANCHO DR MESQUITE TX 75149,3,1.0,1961,1175,7501,170237,32.7528975,-96.5892877,75149
621 NEW MARKET RD MESQUITE TX 75149,3,2.0,1956,1983,7741,296797,32.7562173,-96.6063861,75149
1233 JUANITA ST MESQUITE TX 75149,3,1.5,1961,1026,8102,216616,32.7853139,-96.6205811,75149
1413 JUANITA ST MESQUITE TX 75149,4,1.5,1956,1376,8102,246347,32.7870571,-96.618496,75149
3022 ANTELOPE DR MESQUITE TX 75181,4,2.5,1997,2610,7244,395930,32.7384373,-96.5577178,75181
3111 ANTELOPE DR MESQUITE TX 75181,4,2.0,1997,2225,7244,366871,32.738226,-96.5567785,75181
1101 MIRANDA DR MESQUITE TX 75149,3,1.0,1960,1037,7200,207108,32.7532266,-96.5854916,75149
2824 INGRAM CIR MESQUITE TX 75181,4,2.5,2006,2349,7540,351448,32.7261407,-96.5908103,75181
215 KIMBELL ST MESQUITE TX 75149,3,1.0,1938,824,6399,175943,32.76796,-96.5967371,75149
2709 RED RIVER ST MESQUITE TX 75150,3,2.0,1983,1860,7362,262487,32.8020748,-96.6189952,75150
1504 LAREDO LN MESQUITE TX 75150,3,2.0,1983,1456,7283,272969,32.7992905,-96.6185361,75150
1017 FIELD TRAIL DR MESQUITE TX 75150,3,2.0,1982,1694,7192,292172,32.8047327,-96.6136922,75150
4328 OLEANDER TRL MESQUITE TX 75150,3,2.0,1962,1411,7802,256596,32.8221925,-96.6410317,75150
2804 EL PASO WAY  MESQUITE TX 75150,3,2.5,1984,2485,8673,396571,32.8010839,-96.6219948,75150
2201 ANITA DR MESQUITE TX 75149,3,1.0,1960,1368,7623,171373,32.7910496,-96.6299721,75149
220 MELINDA DR MESQUITE TX 75149,3,2.0,1972,1288,7200,282390,32.773341,-96.5960389,75149
208 E GRUBB DR MESQUITE TX 75149,3,2.0,1973,1335,7623,257275,32.7750158,-96.5966632,75149
2128 BUFFALO HILL DR MESQUITE TX 75149,3,2.0,2022,1542,3119,307790,32.76423,-96.6241704,75149
2025 CROOKED BOW DR MESQUITE TX 75149,3,2.5,2022,1675,1472,309371,32.766915,-96.624498,75149
1004 PRIMROSE ST MESQUITE TX 75149,3,2.0,1986,1612,7270,301095,32.7728421,-96.5848662,75149
806 LEYENDA DR MESQUITE TX 75149,3,1.0,1970,961,7196,222756,32.7579178,-96.5889206,75149
216 MONTEGO DR MESQUITE TX 75149,2,2.0,1973,1504,3241,168699,32.7800458,-96.5947942,75149
2113 CROOKED BOW DR MESQUITE TX 75149,3,2.5,2022,1409,1472,287864,32.766659,-96.625196,75149
1949 BUFFALO HILL DR MESQUITE TX 75149,3,2.5,2022,1763,1843,308550,32.765871,-96.6245811,75149
2049 DOVE CREEK LN MESQUITE TX 75149,4,2.5,2022,2218,3999,390005,32.764166,-96.6253808,75149
2041 DOVE CREEK LN MESQUITE TX 75149,4,2.5,2021,1910,3999,359380,32.7643855,-96.6253808,75149
1213 NIMITZ WAY  MESQUITE TX 75181,5,3.0,2005,2826,15577,410019,32.7245364,-96.5891626,75181
3229 FOUNTAIN DR MESQUITE TX 75181,4,2.0,2000,2636,23731,299475,32.7532902,-96.5486918,75181
4621 MEADOWVIEW DR MESQUITE TX 75150,3,2.0,1984,1705,7671,306790,32.8284151,-96.6141752,75150
1200 GONZALES DR MESQUITE TX 75150,3,2.5,1985,2406,8490,381938,32.8219901,-96.6162751,75150
1018 CASA DR MESQUITE TX 75149,3,1.0,1958,1220,7196,214288,32.7553593,-96.5858997,75149
2124 BUFFALO HILL DR MESQUITE TX 75149,3,2.0,2022,1292,3119,304921,32.7643387,-96.6241913,75149
7410 PROVIDENCE DR ROWLETT TX 75089,4,2.5,2005,2964,8002,465754,32.9197776,-96.5308728,75089
7610 PROVIDENCE DR ROWLETT TX 75089,3,2.0,2004,2290,8002,420942,32.9197813,-96.5291224,75089
6706 PROVIDENCE DR ROWLETT TX 75089,4,3.5,2004,3152,10951,509053,32.9199299,-96.5279555,75089
6710 PROVIDENCE DR ROWLETT TX 75089,4,2.5,2005,2978,8046,439460,32.9201469,-96.5279972,75089
8006 MARQUETT DR ROWLETT TX 75089,4,2.0,2003,2992,8002,414609,32.920514,-96.5251634,75089
8014 MARQUETT DR ROWLETT TX 75089,3,2.0,2004,1980,10054,367011,32.9204941,-96.524705,75089
7805 WILMINGTON DR ROWLETT TX 75089,5,3.0,2002,3322,8002,443533,32.9201805,-96.5269345,75089
7910 AMESBURY LN ROWLETT TX 75089,4,2.0,2004,1912,7200,367966,32.9212311,-96.5257805,75089
308 SIERRA WAY  CEDAR HILL TX 75104,3,2.0,1988,1624,5001,231261,32.6123823,-96.948718,75104
426 DOLLINS ST CEDAR HILL TX 75104,2,2.0,1984,1054,3794,189198,32.5805152,-96.9389025,75104
7201 BEVERLY DR ROWLETT TX 75089,4,2.0,2005,2122,7279,361130,32.9246282,-96.5252884,75089
7217 COLFAX DR ROWLETT TX 75089,4,2.0,2003,3242,7784,497767,32.9239942,-96.5239964,75089
8105 HARTFORD DR ROWLETT TX 75089,3,2.0,2003,1857,7401,384543,32.9233961,-96.5245383,75089
8117 HARTFORD DR ROWLETT TX 75089,4,2.0,2003,2966,7396,435778,32.9231196,-96.5239549,75089
8209 HARTFORD DR ROWLETT TX 75089,4,2.0,2003,2966,7427,432820,32.9228892,-96.5233299,75089
8305 HARTFORD DR ROWLETT TX 75089,5,3.0,2003,2710,8499,464761,32.92249,-96.5225798,75089
6806 WESTOVER DR ROWLETT TX 75089,4,2.5,2002,2928,8625,454123,32.9217043,-96.522934,75089
6710 AMESBURY LN ROWLETT TX 75089,3,2.5,2003,2184,7614,402385,32.9208289,-96.5233297,75089
6902 AMESBURY LN ROWLETT TX 75089,4,3.5,2004,2800,8986,437791,32.9216118,-96.5242883,75089
7510 PROVIDENCE DR ROWLETT TX 75089,4,2.5,2005,3013,8002,483420,32.9197564,-96.5300184,75089
8005 MARQUETT DR ROWLETT TX 75089,3,2.0,2002,3320,8002,493194,32.9209151,-96.5250384,75089
7813 AMESBURY LN ROWLETT TX 75089,5,2.0,2003,3464,8002,482615,32.9216971,-96.5264344,75089
7805 WESTOVER DR ROWLETT TX 75089,3,2.5,2005,1965,7492,378936,32.9224392,-96.5269137,75089
6405 FAIRFIELD DR ROWLETT TX 75089,4,2.0,2002,3351,8385,462464,32.9231349,-96.5258454,75089
7101 HANDEN DR ROWLETT TX 75089,4,3.5,2008,3432,8024,474437,32.9224087,-96.5312604,75089
7413 HANDEN DR ROWLETT TX 75089,4,3.5,2009,3444,7200,569544,32.923417,-96.5304352,75089
7013 BICKERS DR ROWLETT TX 75089,4,3.5,2005,2872,7209,411797,32.922227,-96.5293728,75089
7610 KALLAN DR ROWLETT TX 75089,3,2.0,2005,2063,8303,380780,32.9204892,-96.5289974,75089
7609 PROVIDENCE DR ROWLETT TX 75089,4,3.0,2004,3362,8246,472913,32.9202284,-96.5289557,75089
7206 WATERBURY DR ROWLETT TX 75089,4,3.5,2008,3360,10123,506968,32.9216125,-96.5330174,75089
6705 WESTOVER DR ROWLETT TX 75089,3,2.0,2004,1999,7370,378069,32.9208429,-96.522917,75089
6706 AMESBURY LN ROWLETT TX 75089,3,2.5,2003,2685,7423,465551,32.9206429,-96.5232698,75089
6705 ESSEX DR ROWLETT TX 75089,2,2.5,2003,2652,7771,417945,32.9198826,-96.5276013,75089
6801 AMESBURY LN ROWLETT TX 75089,5,4.0,2004,3349,8067,489612,32.9210484,-96.5241633,75089
7909 MARQUETT DR ROWLETT TX 75089,5,3.0,2002,3322,8002,439861,32.9209428,-96.5257677,75089
7901 MARQUETT DR ROWLETT TX 75089,4,2.0,2004,2054,8028,419074,32.920921,-96.5261844,75089
409 DOLLINS ST CEDAR HILL TX 75104,2,2.0,1983,1054,3912,357499,32.5800945,-96.9398383,75104
723 KRISTI LN CEDAR HILL TX 75104,4,2.0,1996,1863,9100,279252,32.5756545,-96.9377987,75104
7305 COLFAX DR ROWLETT TX 75089,4,2.5,2005,2323,7784,384811,32.9237505,-96.5233965,75089
7306 COLFAX DR ROWLETT TX 75089,4,2.5,2005,2502,7414,408054,32.9233853,-96.5236867,75089
8205 HARTFORD DR ROWLETT TX 75089,4,2.0,2003,3242,7383,473897,32.9230099,-96.5235382,75089
6810 WESTOVER DR ROWLETT TX 75089,5,4.0,2003,3464,8625,527685,32.921871,-96.5231007,75089
6613 WESTOVER DR ROWLETT TX 75089,3,2.0,2004,1904,7370,391516,32.9205064,-96.5227881,75089
6814 AMESBURY LN ROWLETT TX 75089,4,2.0,2004,1903,7919,365452,32.9215676,-96.5240674,75089
6805 ESSEX DR ROWLETT TX 75089,4,2.0,2003,2227,8028,389768,32.9206717,-96.5276013,75089
7914 MARQUETT DR ROWLETT TX 75089,4,2.0,2004,1912,7200,373403,32.9204988,-96.5255979,75089
7802 AMESBURY LN ROWLETT TX 75089,4,3.5,2003,3486,8250,490907,32.9212195,-96.5271846,75089
7801 WESTOVER DR ROWLETT TX 75089,3,2.0,2005,2018,7510,411882,32.9224261,-96.5271637,75089
6413 FAIRFIELD DR ROWLETT TX 75089,3,2.0,2002,2284,8120,408379,32.9233989,-96.5261636,75089
6421 FAIRFIELD DR ROWLETT TX 75089,4,3.5,2002,3716,9862,524358,32.9237093,-96.5265154,75089
7013 HANDEN DR ROWLETT TX 75089,4,3.5,2010,3392,8024,495376,32.9222353,-96.531261,75089
7401 HANDEN DR ROWLETT TX 75089,4,3.5,2006,3401,12336,519143,32.9234447,-96.5311645,75089
7409 HANDEN DR ROWLETT TX 75089,5,3.5,2009,3407,8002,543372,32.9234214,-96.5306567,75089
7509 HANDEN DR ROWLETT TX 75089,4,2.5,2009,2915,8002,499369,32.9234518,-96.5297684,75089
7601 HANDEN DR ROWLETT TX 75089,3,2.5,2009,3539,7989,516523,32.9234612,-96.5293527,75089
7109 BICKERS DR ROWLETT TX 75089,4,2.5,2005,3995,7209,525660,32.9227722,-96.5293516,75089
7010 HANDEN DR ROWLETT TX 75089,4,2.0,2008,2290,7200,400735,32.922022,-96.5307387,75089
7410 HANDEN DR ROWLETT TX 75089,3,2.5,2007,2298,9439,449011,32.9229864,-96.5307061,75089
7109 SALEM CT ROWLETT TX 75089,4,3.5,2006,3419,10764,527297,32.92271,-96.5300287,75089
7606 AMESBURY LN ROWLETT TX 75089,4,2.5,2005,3286,8002,440992,32.9212904,-96.5291849,75089
7213 COLFAX DR ROWLETT TX 75089,4,2.0,2004,2325,7784,414292,32.924117,-96.5241633,75089
8301 HARTFORD DR ROWLETT TX 75089,3,2.0,2003,1857,7423,375420,32.9226103,-96.5227845,75089
8118 HARTFORD DR ROWLETT TX 75089,4,2.0,2004,1920,8289,358667,32.9227932,-96.52433,75089
7114 MELTON DR ROWLETT TX 75089,3,2.5,2006,2212,8255,409047,32.9229754,-96.5250384,75089
7006 WESTOVER DR ROWLETT TX 75089,5,3.0,2002,3439,9853,485773,32.9224295,-96.52458,75089
6910 WESTOVER DR ROWLETT TX 75089,3,2.0,2002,3135,7841,467413,32.9223216,-96.5239024,75089
6902 WESTOVER DR ROWLETT TX 75089,4,2.5,2002,2696,8433,478631,32.9221222,-96.5235231,75089
6702 WESTOVER DR ROWLETT TX 75089,3,2.0,2002,2406,7985,385387,32.9207703,-96.5223506,75089
6709 WESTOVER DR ROWLETT TX 75089,3,2.0,2004,1942,8006,379079,32.9210504,-96.5230269,75089
7802 MARQUETT DR ROWLETT TX 75089,4,2.0,2002,2355,8250,409067,32.9205225,-96.5271012,75089
7609 KALLAN DR ROWLETT TX 75089,4,2.0,2005,2694,7958,407774,32.9209528,-96.5289349,75089
7602 KALLAN DR ROWLETT TX 75089,4,2.5,2005,2641,8028,387642,32.9205113,-96.5294141,75089
7306 STATFORD DR ROWLETT TX 75089,4,2.0,2008,2290,8512,410240,32.9229923,-96.5318522,75089
7606 WESTOVER DR ROWLETT TX 75089,3,2.5,2005,2289,7719,411209,32.922018,-96.5286848,75089
7910 WESTOVER DR ROWLETT TX 75089,5,3.0,2003,3242,8002,463421,32.9220036,-96.525601,75089
8006 WESTOVER DR ROWLETT TX 75089,3,2.0,2003,2228,8002,406041,32.9220384,-96.5249342,75089
8009 AMESBURY LN ROWLETT TX 75089,4,2.0,2003,2966,9348,444553,32.9216964,-96.5247675,75089
7705 AMESBURY LN ROWLETT TX 75089,4,2.0,2004,2290,7205,424854,32.9217161,-96.527845,75089
7001 HANDEN DR ROWLETT TX 75089,4,3.5,2008,3432,9439,593348,32.9217077,-96.5312687,75089
1110 HOLLY LN CEDAR HILL TX 75104,3,2.0,1984,1378,7200,232495,32.6103257,-96.9290691,75104
6801 WESTOVER DR ROWLETT TX 75089,3,2.0,2004,1823,8072,359353,32.9214031,-96.5232465,75089
6810 AMESBURY LN ROWLETT TX 75089,4,2.5,2003,2623,7919,406670,32.9214561,-96.5239151,75089
6802 PROVIDENCE DR ROWLETT TX 75089,4,2.0,2004,2136,8002,390605,32.9204976,-96.5279972,75089
6810 PROVIDENCE DR ROWLETT TX 75089,3,2.5,2005,3160,8002,467886,32.920913,-96.528018,75089
6701 ESSEX DR ROWLETT TX 75089,4,3.5,2004,3070,8137,474656,32.9197073,-96.5276013,75089
7910 MARQUETT DR ROWLETT TX 75089,3,2.0,2003,1857,7200,383599,32.9205209,-96.5258719,75089
8001 WILMINGTON DR ROWLETT TX 75089,4,3.0,2003,3242,8002,476646,32.9201699,-96.5252669,75089
7905 WILMINGTON DR ROWLETT TX 75089,4,2.0,2003,2966,8002,432708,32.9202001,-96.5259562,75089
7809 WILMINGTON DR ROWLETT TX 75089,4,2.5,2002,2821,8002,442780,32.9201727,-96.5266636,75089
7006 STATFORD DR ROWLETT TX 75089,4,2.5,2006,2283,7214,414464,32.9230196,-96.5346863,75089
803 CLOVER HILL LN CEDAR HILL TX 75104,3,2.0,1987,1624,7741,286334,32.6126907,-96.9314069,75104
921 BROOKS DR CEDAR HILL TX 75104,3,2.0,2004,1865,7009,296706,32.5696624,-96.923213,75104
603 KRISTI LN CEDAR HILL TX 75104,3,2.0,1996,1260,7000,276116,32.5783113,-96.9341433,75104
7010 WESTOVER DR ROWLETT TX 75089,4,3.5,2003,3026,10964,495804,32.9224624,-96.5247884,75089
6802 WESTOVER DR ROWLETT TX 75089,4,2.0,2002,2271,8621,399492,32.9215377,-96.5227673,75089
